Wavelength	n	k
2.55102	1.4294	0.00008
2.55363	1.42935	0.00008
2.55624	1.42931	0.00008
2.55885	1.42926	0.00008
2.56148	1.42921	0.00008
2.5641	1.42917	0.00008
2.56674	1.42912	0.00008
2.56937	1.42907	0.00008
2.57202	1.42902	0.00008
2.57467	1.42898	0.00008
2.57732	1.42893	0.00008
2.57998	1.42888	0.00008
2.58264	1.42883	0.00009
2.58532	1.42878	0.00009
2.58799	1.42873	0.00009
2.59067	1.42869	0.00009
2.59336	1.42864	0.00009
2.59605	1.42859	0.00009
2.59875	1.42854	0.00009
2.60146	1.42849	0.00009
2.60417	1.42844	0.00009
2.60688	1.42839	0.00009
2.6096	1.42834	0.00009
2.61233	1.42829	0.00009
2.61506	1.42824	0.00009
2.6178	1.42819	0.00009
2.62055	1.42814	0.00009
2.62329	1.42809	0.00009
2.62605	1.42804	0.00009
2.62881	1.42799	0.00009
2.63158	1.42793	0.00009
2.63435	1.42788	0.00009
2.63713	1.42783	0.00009
2.63992	1.42778	0.00009
2.64271	1.42773	0.00009
2.6455	1.42767	0.00009
2.64831	1.42762	0.00009
2.65111	1.42757	0.00009
2.65393	1.42752	0.00009
2.65675	1.42746	0.00009
2.65957	1.42741	0.00009
2.66241	1.42736	0.00009
2.66525	1.4273	0.00009
2.66809	1.42725	0.00009
2.67094	1.4272	0.00009
2.6738	1.42714	0.00009
2.67666	1.42709	0.0001
2.67953	1.42703	0.0001
2.6824	1.42698	0.0001
2.68528	1.42692	0.0001
2.68817	1.42687	0.0001
2.69107	1.42681	0.0001
2.69397	1.42676	0.0001
2.69687	1.4267	0.0001
2.69978	1.42665	0.0001
2.7027	1.42659	0.0001
2.70563	1.42653	0.0001
2.70856	1.42648	0.0001
2.7115	1.42642	0.0001
2.71444	1.42636	0.0001
2.71739	1.42631	0.0001
2.72035	1.42625	0.0001
2.72331	1.42619	0.0001
2.72628	1.42614	0.0001
2.72926	1.42608	0.0001
2.73224	1.42602	0.0001
2.73523	1.42596	0.0001
2.73823	1.4259	0.0001
2.74123	1.42584	0.0001
2.74424	1.42578	0.0001
2.74725	1.42573	0.0001
2.75028	1.42567	0.0001
2.7533	1.42561	0.0001
2.75634	1.42555	0.0001
2.75938	1.42549	0.0001
2.76243	1.42543	0.0001
2.76549	1.42537	0.00011
2.76855	1.4253	0.00011
2.77162	1.42524	0.00011
2.77469	1.42518	0.00011
2.77778	1.42512	0.00011
2.78087	1.42506	0.00011
2.78396	1.425	0.00011
2.78707	1.42494	0.00011
2.79018	1.42487	0.00011
2.7933	1.42481	0.00011
2.79642	1.42475	0.00011
2.79955	1.42468	0.00011
2.80269	1.42462	0.00011
2.80584	1.42456	0.00011
2.80899	1.42449	0.00011
2.81215	1.42443	0.00011
2.81532	1.42437	0.00011
2.81849	1.4243	0.00011
2.82167	1.42424	0.00011
2.82486	1.42417	0.00011
2.82805	1.42411	0.00011
2.83126	1.42404	0.00011
2.83447	1.42398	0.00011
2.83768	1.42391	0.00011
2.84091	1.42384	0.00011
2.84414	1.42378	0.00012
2.84738	1.42371	0.00012
2.85063	1.42364	0.00012
2.85388	1.42358	0.00012
2.85714	1.42351	0.00012
2.86041	1.42344	0.00012
